Username,Repo_name,Stars,Url,Issues,Pull_Requests,Forks,Topics
burrito-brothers,shiba,288,https://github.com/burrito-brothers/shiba,5,8,7,Code review
charignon,github-review,275,https://github.com/charignon/github-review,16,5,22,Code review
wandersoncferreira,code-review,264,https://github.com/wandersoncferreira/code-review,30,2,16,Code review
vercel,next.js,81300,https://github.com/vercel/next.js,888,200,16700,Compiler
rust-lang,rust,63400,https://github.com/rust-lang/rust,5000,525,8800,Compiler
webpack,webpack,60500,https://github.com/webpack/webpack,191,122,8200,Compiler
sveltejs,svelte,55800,https://github.com/sveltejs/svelte,546,118,2700,Compiler
gatsbyjs,gatsby,52300,https://github.com/gatsbyjs/gatsby,125,196,10100,Compiler
babel,babel,40400,https://github.com/babel/babel,631,150,5200,Compiler
JetBrains,kotlin,40300,https://github.com/JetBrains/kotlin,NA,129,500,Compiler
parcel-bundler,parcel,40200,https://github.com/parcel-bundler/parcel,681,65,2100,Compiler
evanw,esbuild,30400,https://github.com/evanw/esbuild,214,21,761,Compiler
vlang,v,26900,https://github.com/vlang/v,686,15,1700,Compiler
markedjs,marked,26900,https://github.com/markedjs/marked,47,2,3100,Compiler
swc-project,swc,20400,https://github.com/swc-project/swc,230,22,619,Compiler
vercel,pkg,19700,https://github.com/vercel/pkg,48,6,845,Compiler
v8,v8,19100,https://github.com/v8/v8,NA,0,3600,Compiler
AssemblyScript,assemblyscript,13500,https://github.com/AssemblyScript/assemblyscript,128,46,563,Compiler
Konloch,bytecode-viewer,12700,https://github.com/Konloch/bytecode-viewer,44,0,972,Compiler
nim-lang,Nim,12500,https://github.com/nim-lang/Nim,2000,212,1300,Compiler
ziglang,zig,12500,https://github.com/ziglang/zig,1900,68,1100,Compiler
gopherjs,gopherjs,10900,https://github.com/gopherjs/gopherjs,180,11,511,Compiler
RustPython,RustPython,10600,https://github.com/RustPython/RustPython,148,53,719,Compiler
compiler-explorer,compiler-explorer,10200,https://github.com/compiler-explorer/compiler-explorer,451,17,1200,Compiler
goplus,gop,7900,https://github.com/goplus/gop,37,4,521,Compiler
apache,tvm,7700,https://github.com/apache/tvm,224,108,2400,Compiler
numba,numba,7300,https://github.com/numba/numba,1200,200,882,Compiler
JetBrains,kotlin-native,7100,https://github.com/JetBrains/kotlin-native,0,0,622,Compiler
elm,compiler,6700,https://github.com/elm/compiler,241,24,611,Compiler
aalhour,awesome-compilers,6500,https://github.com/aalhour/awesome-compilers,20,34,543,Compiler
Nuitka,Nuitka,6400,https://github.com/Nuitka/Nuitka,178,3,361,Compiler
DoctorWkt,acwj,6100,https://github.com/DoctorWkt/acwj,10,1,528,Compiler
rescript-lang,rescript-compiler,5700,https://github.com/rescript-lang/rescript-compiler,320,53,395,Compiler
localstack,localstack,38700,https://github.com/localstack/localstack,338,18,2900,Continuous integration
harness,drone,24500,https://github.com/harness/drone,NA,20,2400,Continuous integration
jenkinsci,jenkins,18400,https://github.com/jenkinsci/jenkins,NA,73,7200,Continuous integration
auchenberg,volkswagen,12200,https://github.com/auchenberg/volkswagen,17,42,249,Continuous integration
openshift,origin,8100,https://github.com/openshift/origin,131,71,4700,Continuous integration
gocd,gocd,6400,https://github.com/gocd/gocd,37,16,923,Continuous integration
concourse,concourse,6200,https://github.com/concourse/concourse,805,25,774,Continuous integration
theonedev,onedev,5900,https://github.com/theonedev/onedev,NA,0,462,Continuous integration
buildbot,buildbot,4800,https://github.com/buildbot/buildbot,625,9,1600,Continuous integration
gaia-pipeline,gaia,4600,https://github.com/gaia-pipeline/gaia,27,4,223,Continuous integration
Strider-CD,strider,4600,https://github.com/Strider-CD/strider,175,3,445,Continuous integration
jenkins-x,jx,4100,https://github.com/jenkins-x/jx,104,3,752,Continuous integration
ovh,cds,3700,https://github.com/ovh/cds,166,9,355,Continuous integration
xcpretty,xcpretty,3700,https://github.com/xcpretty/xcpretty,85,32,286,Continuous integration
hygieia,hygieia,3700,https://github.com/hygieia/hygieia,122,6,1800,Continuous integration
cake-build,cake,3200,https://github.com/cake-build/cake,244,12,681,Continuous integration
werf,werf,2900,https://github.com/werf/werf,238,1,146,Continuous integration
iterative,cml,2900,https://github.com/iterative/cml,82,10,212,Continuous integration
ligurio,awesome-ci,2800,https://github.com/ligurio/awesome-ci,2,0,232,Continuous integration
JamesIves,github-pages-deploy-action,2600,https://github.com/JamesIves/github-pages-deploy-action,3,1,222,Continuous integration
tox-dev,tox,2600,https://github.com/tox-dev/tox,40,1,400,Continuous integration
TheLartians,ModernCppStarter,2500,https://github.com/TheLartians/ModernCppStarter,8,3,192,Continuous integration
dancryer,PHPCI,2400,https://github.com/dancryer/PHPCI,225,7,469,Continuous integration
dreamans,syncd,2100,https://github.com/dreamans/syncd,38,19,354,Continuous integration
shivammathur,setup-php,200,https://github.com/shivammathur/setup-php,1,0,207,Continuous integration
houndci,hound,1900,https://github.com/houndci/hound,54,5,408,Continuous integration
fabric8io,fabric8,1800,https://github.com/fabric8io/fabric8,785,3,524,Continuous integration
lastbackend,lastbackend,1500,https://github.com/lastbackend/lastbackend,7,3,112,Continuous integration
Flagsmith,flagsmith,1400,https://github.com/Flagsmith/flagsmith,90,12,94,Continuous integration
nuke-build,nuke,1400,https://github.com/nuke-build/nuke,29,24,222,Continuous integration
CSSEGISandData,COVID-19,28300,https://github.com/CSSEGISandData/COVID-19,1600,288,18400,COVID-19
covid19india,covid19india-react,6900,https://github.com/covid19india/covid19india-react,27,11,3500,COVID-19
nytimes,covid-19-data,6800,https://github.com/nytimes/covid-19-data,81,0,3200,COVID-19
tokyo-metropolitan-gov,covid19,6300,https://github.com/tokyo-metropolitan-gov/covid19,52,20,2100,COVID-19
owid,covid-19-data,4900,https://github.com/owid/covid-19-data,7,10,3200,COVID-19
pcm-dpc,COVID-19,3900,https://github.com/pcm-dpc/COVID-19,171,0,2300,COVID-19
ieee8023,covid-chestxray-dataset,2800,https://github.com/ieee8023/covid-chestxray-dataset,39,2,1200,COVID-19
disease-sh,API,2300,https://github.com/disease-sh/API,7,9,652,COVID-19
geohot,corona,2200,https://github.com/geohot/corona,25,21,413,COVID-19
WorldHealthOrganization,app,2100,https://github.com/WorldHealthOrganization/app,102,24,528,COVID-19
ahmadawais,corona-cli,1800,https://github.com/ahmadawais/corona-cli,22,20,198,COVID-19
corona-warn-app,cwa-server,1800,https://github.com/corona-warn-app/cwa-server,4,4,358,COVID-19
ExpDev07,coronavirus-tracker-api,1600,https://github.com/ExpDev07/coronavirus-tracker-api,31,8,332,COVID-19
github,covid19-dashboard,1500,https://github.com/github/covid19-dashboard,184,0,423,COVID-19
soroushchehresa,awesome-coronavirus,1500,https://github.com/soroushchehresa/awesome-coronavirus,0,0,374,COVID-19
mhdhejazi,CoronaTracker,1500,https://github.com/mhdhejazi/CoronaTracker,21,2,288,COVID-19
neherlab,covid19_scenarios,1400,https://github.com/neherlab/covid19_scenarios,38,6,372,COVID-19
covidpass-org,covidpass,1200,https://github.com/covidpass-org/covidpass,15,0,69,COVID-19
pomber,covid19,1200,https://github.com/pomber/covid19,9,2,390,COVID-19
chandrikadeb7,Face-Mask-Detection,1200,https://github.com/chandrikadeb7/Face-Mask-Detection,12,2,678,COVID-19
chrismattmann,tika-python,1100,https://github.com/chrismattmann/tika-python,24,5,209,COVID-19
datasets,covid-19,1100,https://github.com/datasets/covid-19,33,0,607,COVID-19
FoldingAtHome,coronavirus,1100,https://github.com/FoldingAtHome/coronavirus,11,2,85,COVID-19
lindawangg,COVID-Net,1100,https://github.com/lindawangg/COVID-Net,31,6,466,COVID-19
cyberman54,ESP32-Paxcounter,981,https://github.com/cyberman54/ESP32-Paxcounter,23,5,303,COVID-19
ImperialCollegeLondon,covid19model,943,https://github.com/ImperialCollegeLondon/covid19model,13,5,266,COVID-19
UCSD-AI4H,COVID-CT,921,https://github.com/UCSD-AI4H/COVID-CT,7,0,397,COVID-19
nychealth,coronavirus-data,902,https://github.com/nychealth/coronavirus-data,10,0,605,COVID-19
MoH-Malaysia,covid19-public,900,https://github.com/MoH-Malaysia/covid19-public,43,43,552,COVID-19
makers-for-life,makair,771,https://github.com/makers-for-life/makair,14,1,78,COVID-19
CyC2018,CS-Notes,14600,https://github.com/CyC2018/CS-Notes,99,49,46600,C++
practical-tutorials,project-based-learning,62800,https://github.com/practical-tutorials/project-based-learning,11,2,9600,C++
azl397985856,leetcode,46500,https://github.com/azl397985856/leetcode,6,5,8700,C++
x64dbg,x64dbg,38100,https://github.com/x64dbg/x64dbg,484,17,1800,C++
fffaraz,awesome-cpp,35800,https://github.com/fffaraz/awesome-cpp,340,52,600,C++
microsoft,calculator,23800,https://github.com/microsoft/calculator,245,7,4300,C++
CMU-Perceptual-Computing-Lab,openpose,23300,https://github.com/CMU-Perceptual-Computing-Lab/openpose,124,7,6900,C++
youngyangyang04,leetcode-master,22400,https://github.com/youngyangyang04/leetcode-master,63,34,5800,C++
huihut,interview,22200,https://github.com/huihut/interview,4,2,6200,C++
yuzu-emu,yuzu,1900,https://github.com/yuzu-emu/yuzu,865,47,1600,C++
TheAlgorithms,C-Plus-Plus,1800,https://github.com/TheAlgorithms/C-Plus-Plus,9,59,4900,C++
changkun,modern-cpp-tutorial,16500,https://github.com/changkun/modern-cpp-tutorial,4,1,2100,C++
microsoft,vcpkg,14900,https://github.com/microsoft/vcpkg,963,215,4300,C++
ethereum,solidity,14800,https://github.com/ethereum/solidity,903,74,3600,C++
catchorg,Catch2,14500,https://github.com/catchorg/Catch2,305,13,2500,C++
gabime,spdlog,13800,https://github.com/gabime/spdlog,26,0,2900,C++
AnthonyCalandra,modern-cpp-features,13500,https://github.com/AnthonyCalandra/modern-cpp-features,7,3,1500,C++
Qv2ray,Qv2ray,13100,https://github.com/Qv2ray/Qv2ray,20,0,2700,C++
facebook,infer,12900,https://github.com/facebook/infer,323,10,1800,C++
CoatiSoftware,Sourcetrail,12400,https://github.com/CoatiSoftware/Sourcetrail,356,0,921,C++
doocs,leetcode,12400,https://github.com/doocs/leetcode,2,0,2300,C++
ssloy,tinyrenderer,12100,https://github.com/ssloy/tinyrenderer,26,0,1200,C++
google,tink,12100,https://github.com/google/tink,102,24,1100,C++
antlr,antlr4,11500,https://github.com/antlr/antlr4,615,81,2600,C++
kyleneideck,BackgroundMusic,10900,https://github.com/kyleneideck/BackgroundMusic,383,0,534,C++
SFTtech,openage,10800,https://github.com/SFTtech/openage,224,19,1100,C++
OpenRCT2,OpenRCT2,10200,https://github.com/OpenRCT2/OpenRCT2,1300,88,1200,C++
compiler-explorer,compiler-explorer,10200,https://github.com/compiler-explorer/compiler-explorer,451,17,1200,C++
Ciphey,Ciphey,9400,https://github.com/Ciphey/Ciphey,42,11,606,C++
hmemcpy,milewski-ctfp-pdf,9200,https://github.com/hmemcpy/milewski-ctfp-pdf,37,15,494,C++
